img_id,class,x_center,y_center,x_min,y_min,x_max,y_max,width,height
image_287,0,0.419471,0.241587,157,89,190,112,33,22
image_287,0,0.055288,0.397837,5,156,39,175,34,18
image_287,0,0.133413,0.223558,3,84,106,102,102,17
image_287,0,0.608173,0.402644,218,156,287,177,68,21
image_288,0,0.504808,0.371394,199,137,221,170,22,33
image_288,0,0.483173,0.522837,192,206,209,229,16,22
image_288,0,0.231971,0.188702,54,67,137,89,82,22
image_289,0,0.967548,0.498798,390,192,414,222,24,30
image_289,0,0.799279,0.191106,320,58,345,101,24,42
image_289,0,0.764423,0.841346,309,335,326,364,16,29
image_289,0,0.269231,0.951923,100,375,124,416,23,40
image_290,0,0.859375,0.361779,327,134,387,167,59,33
image_290,0,0.740385,0.365385,298,138,318,166,20,28
image_290,0,0.598558,0.379808,242,145,256,171,14,26
image_290,0,0.346154,0.463942,135,179,153,205,17,26
image_290,0,0.205529,0.646635,75,256,96,282,21,26
image_290,0,0.370192,0.741587,142,292,164,325,22,33
image_290,0,0.58774,0.745192,228,294,259,324,30,29
image_290,0,0.266827,0.34976,99,136,122,155,22,18
image_290,0,0.086538,0.548077,2,219,68,236,66,17
image_290,0,0.844952,0.625,343,252,359,267,15,14
image_291,0,0.324519,0.454327,126,177,143,200,16,23
image_291,0,0.944712,0.788462,384,318,402,338,17,20
image_292,0,0.207933,0.563702,63,216,110,252,47,35
image_292,0,0.34375,0.55649,131,213,154,248,22,35
image_292,0,0.766827,0.555288,299,211,339,249,40,37
image_292,0,0.949519,0.435096,382,159,406,202,23,42
image_292,0,0.211538,0.764423,45,303,129,332,83,29
image_292,0,0.44351,0.875,172,346,197,381,24,35
image_292,0,0.728365,0.877404,273,346,331,384,57,37
image_292,0,0.914663,0.671875,366,265,393,293,27,27
image_292,0,0.615385,0.16226,232,54,280,81,48,27
image_292,0,0.080529,0.183894,7,59,60,92,53,33
image_292,0,0.168269,0.848558,58,347,80,359,22,11
image_292,0,0.182692,0.445913,65,165,85,204,20,39
image_293,0,0.195913,0.449519,55,171,106,201,50,29
image_293,0,0.397837,0.455529,138,176,193,203,55,27
image_293,0,0.725962,0.558894,287,221,316,243,29,22
image_293,0,0.885817,0.65024,360,258,375,281,15,22
image_293,0,0.653846,0.795673,263,316,280,345,16,28
image_293,0,0.834135,0.807692,340,322,354,348,14,26
image_293,0,0.328125,0.780048,130,312,143,336,13,24
image_293,0,0.331731,0.354567,127,131,149,162,22,30
image_293,0,0.211538,0.348558,73,130,101,160,28,29
image_293,0,0.3846,0.623798,132,248,186,270,54,22
image_293,0,0.034856,0.683894,1,231,28,336,27,105
image_294,0,0.055288,0.651442,2,246,42,294,40,48
image_295,0,0.106971,0.247596,23,89,65,115,41,26
image_295,0,0.897837,0.878606,360,352,387,379,27,27
image_295,0,0.814904,0.876202,332,353,346,375,14,22
image_295,0,0.143029,0.913462,28,373,90,387,61,14
image_295,0,0.036058,0.905048,4,366,26,385,22,18
image_296,0,0.111779,0.659856,37,250,56,299,18,48
image_296,0,0.325721,0.621394,120,244,150,271,29,27
image_297,0,0.939904,0.210337,382,72,399,103,16,30
image_297,0,0.228365,0.840144,48,340,140,357,92,16
image_300,0,0.534856,0.300481,205,109,240,141,35,31
image_300,0,0.615385,0.379808,186,149,326,167,139,17
image_300,0,0.133413,0.27524,40,107,69,120,29,13
image_300,0,0.778846,0.519231,287,209,359,223,72,14
image_300,0,0.920673,0.6875,364,273,401,299,37,26
image_300,0,0.4471,0.519231,138,210,232,222,94,11
image_300,0,0.15024,0.518029,46,210,77,221,30,10
image_300,0,0.377404,0.277644,143,106,171,123,28,16
image_301,0,0.621394,0.584135,249,226,266,260,16,34
image_301,0,0.875,0.709135,352,279,375,311,22,31
image_301,0,0.625,0.235577,234,86,286,109,52,23
image_301,0,0.385817,0.231971,134,85,185,107,50,22
image_301,0,0.795673,0.231971,296,86,365,105,69,18
image_301,0,0.272837,0.21274,95,77,132,98,36,21
image_301,0,0.204327,0.835337,78,334,92,361,14,27
image_302,0,0.459135,0.407452,181,154,201,184,20,29
image_303,0,0.02524,0.414663,0,146,19,197,18,50
image_303,0,0.084135,0.40024,24,144,46,187,22,42
image_303,0,0.15024,0.377404,48,143,75,171,27,28
image_303,0,0.314904,0.477163,122,182,140,213,17,30
image_303,0,0.069712,0.612981,5,243,53,267,48,23
image_303,0,0.768029,0.655048,288,257,351,287,62,30
image_303,0,0.38101,0.742788,142,295,175,321,33,26
image_303,0,0.711538,0.566106,284,221,306,250,22,29
image_303,0,0.83774,0.567308,340,220,355,252,15,31
image_303,0,0.679087,0.382212,272,144,293,174,21,29
image_303,0,0.883413,0.3846,359,146,374,172,15,26
image_303,0,0.981971,0.741587,401,296,414,321,13,24
image_303,0,0.277644,0.820913,106,322,123,359,16,36
image_303,0,0.438702,0.4471,164,178,200,192,35,14
image_303,0,0.427885,0.383413,171,145,185,172,14,27
image_304,0,0.741587,0.539663,285,209,332,238,47,29
image_304,0,0.265625,0.538462,101,205,119,243,18,37
image_306,0,0.069712,0.566106,4,219,54,252,49,33
image_306,0,0.390625,0.753606,148,299,176,328,27,29
image_306,0,0.902644,0.34976,367,132,382,159,15,27
image_307,0,0.115385,0.69351,35,271,61,306,26,35
image_307,0,0.070913,0.8125,16,316,41,359,24,43
image_307,0,0.330529,0.444712,117,163,158,207,41,43
image_307,0,0.21875,0.445913,82,164,99,205,16,41
image_307,0,0.569712,0.307692,227,102,247,152,20,49
image_307,0,0.883413,0.576923,359,222,374,257,15,34
image_307,0,0.479567,0.147837,186,48,211,75,24,27
image_308,0,0.158654,0.223558,44,79,87,107,42,28
image_308,0,0.158654,0.61899,38,246,93,267,55,21
image_309,0,0.603365,0.746394,242,292,258,327,16,35
image_309,0,0.078125,0.901442,23,363,41,385,18,22
image_310,0,0.239183,0.842548,77,338,122,362,44,24
image_311,0,0.626202,0.313702,112,115,408,145,296,30
image_311,0,0.171875,0.320913,33,119,109,146,76,27
image_311,0,0.149038,0.515625,44,200,78,228,34,27
image_314,0,0.390625,0.324519,150,120,174,148,24,28
image_314,0,0.629808,0.329327,251,121,273,153,22,31
image_314,0,0.052885,0.548077,10,212,34,244,23,31
image_314,0,0.18149,0.575721,57,229,92,248,35,18
image_314,0,0.271635,0.627404,92,251,134,271,42,20
image_314,0,0.852163,0.810096,338,323,369,349,30,26
image_314,0,0.782452,0.409856,317,160,333,181,15,21
image_314,0,0.800481,0.335337,326,122,340,157,14,35
image_314,0,0.227163,0.314904,78,122,109,140,30,17
image_314,0,0.722356,0.30649,278,119,323,134,44,15
image_314,0,0.048077,0.463942,11,178,28,206,16,28
image_316,0,0.469952,0.360577,171,141,219,158,48,17
image_316,0,0.216346,0.294471,73,112,105,131,31,18
image_316,0,0.866587,0.71274,349,283,372,308,22,24
image_316,0,0.170673,0.460337,59,177,82,206,22,29
image_316,0,0.091346,0.441106,15,178,59,189,43,10
image_316,0,0.590144,0.270433,221,104,268,121,47,16
image_316,0,0.676683,0.620192,271,251,292,263,21,11
image_318,0,0.878606,0.740385,352,300,379,316,27,16
image_318,0,0.59375,0.817308,234,327,260,353,26,26
image_318,0,0.382212,0.8221,149,327,169,355,20,28
image_319,0,0.727163,0.659856,280,262,323,287,42,24
image_319,0,0.084135,0.676683,24,271,46,292,22,21
image_319,0,0.157452,0.675481,49,270,82,292,33,22
image_319,0,0.46875,0.561298,186,222,203,244,17,22
image_320,0,0.128606,0.283654,1,102,106,134,105,31
image_320,0,0.698317,0.53125,277,205,302,236,24,31
image_320,0,0.8221,0.86899,328,344,354,377,26,33
image_320,0,0.879808,0.754808,359,295,373,333,14,37
image_321,0,0.600962,0.623798,201,241,299,277,98,36
image_321,0,0.876202,0.614183,348,237,381,274,33,36
image_321,0,0.411058,0.504808,158,192,184,228,26,35
image_321,0,0.0721,0.347356,0,129,58,160,57,30
image_321,0,0.483173,0.229567,192,78,209,111,17,33
image_321,0,0.961538,0.817308,385,328,414,352,29,23
image_322,0,0.079327,0.600962,21,229,44,271,23,42
image_322,0,0.602163,0.602163,236,231,263,268,27,36
image_322,0,0.831731,0.722356,327,280,365,321,37,41
image_322,0,0.533654,0.915865,213,359,230,401,16,42
image_323,0,0.861779,0.899038,333,359,384,387,50,28
image_323,0,0.03726,0.811298,6,313,25,361,18,48
image_324,0,0.427885,0.09976,147,31,209,52,61,21
image_325,0,0.277644,0.620192,85,244,144,270,59,26
image_325,0,0.305288,0.711538,115,281,137,309,22,28
image_325,0,0.5721,0.710337,226,281,248,310,22,29
image_325,0,0.748798,0.282452,301,96,320,138,18,42
image_326,0,0.336538,0.421875,125,150,154,200,29,50
image_326,0,0.80649,0.78125,317,310,352,339,35,29
image_327,0,0.203125,0.733173,69,290,99,319,29,29
image_327,0,0.417067,0.670673,159,262,186,294,27,31
image_327,0,0.765625,0.673077,297,267,339,293,42,26
image_327,0,0.570913,0.83774,215,331,258,364,42,33
image_327,0,0.300481,0.239183,99,82,151,117,52,35
image_327,0,0.532452,0.240385,193,83,249,117,55,34
image_328,0,0.793269,0.246394,292,88,366,115,74,27
image_328,0,0.566106,0.664663,203,270,268,281,65,10
image_328,0,0.137019,0.860577,14,349,98,366,83,17
image_330,0,0.272837,0.454327,89,176,138,202,48,26
image_330,0,0.453125,0.454327,179,177,197,200,18,22
image_330,0,0.329327,0.602163,111,236,163,263,52,27
image_330,0,0.278846,0.527644,99,206,131,231,31,24
image_330,0,0.52524,0.527644,204,209,231,228,27,18
image_330,0,0.659856,0.528846,258,209,291,229,33,20
image_330,0,0.78726,0.532452,313,210,342,232,29,21
image_330,0,0.418269,0.388221,154,150,192,171,37,21
image_330,0,0.425481,0.329327,165,127,189,147,23,20
image_330,0,0.280048,0.326923,108,125,124,145,16,20
image_330,0,0.28125,0.389423,109,151,124,171,14,20
image_330,0,0.807692,0.278846,323,107,347,124,23,16
image_330,0,0.514423,0.268029,207,104,219,119,11,15
image_331,0,0.966346,0.8221,388,329,414,353,26,23
image_331,0,0.870192,0.826923,336,335,386,352,49,17
image_332,0,0.588942,0.603365,230,231,259,269,29,37
image_332,0,0.425481,0.698317,146,272,208,307,61,35
image_332,0,0.170673,0.420673,52,163,89,186,37,23
image_332,0,0.439904,0.112981,173,32,193,62,20,29
image_332,0,0.564904,0.116587,225,32,245,65,20,33
image_332,0,0.266827,0.112981,96,33,125,61,28,28
image_332,0,0.929087,0.252404,359,93,414,117,55,23
image_332,0,0.896635,0.707933,348,281,398,308,49,27
image_334,0,0.310096,0.360577,114,130,143,170,29,40
image_334,0,0.813702,0.242788,326,81,351,119,24,37
image_334,0,0.496394,0.365385,195,137,216,167,21,29
image_334,0,0.176683,0.575721,58,222,89,255,30,33
image_334,0,0.378606,0.257212,147,93,168,121,21,28
image_334,0,0.796875,0.5721,320,223,342,251,22,28
image_334,0,0.950721,0.835337,378,336,411,359,33,22
image_335,0,0.757212,0.314904,301,119,329,143,28,23
image_335,0,0.53726,0.489183,215,191,232,216,16,24
image_335,0,0.497596,0.579327,198,232,215,249,16,17
image_335,0,0.680288,0.75601,274,302,290,327,16,24
image_335,0,0.728365,0.223558,293,80,311,106,17,26
image_335,0,0.908654,0.233173,369,85,387,108,17,22
image_336,0,0.055288,0.356971,2,130,42,166,40,35
image_337,0,0.248798,0.652644,91,254,115,287,24,33
image_337,0,0.427885,0.757212,167,300,189,330,22,29
image_337,0,0.829327,0.396635,336,153,353,177,17,23
image_337,0,0.334135,0.661058,133,262,145,288,11,26
image_338,0,0.430288,0.58774,165,229,191,258,26,29
image_338,0,0.723558,0.586538,292,230,310,256,17,26
image_338,0,0.81851,0.800481,327,316,354,350,27,34
image_338,0,0.417067,0.692308,153,273,192,303,39,29
image_338,0,0.653846,0.3125,257,111,286,148,29,37
image_338,0,0.878606,0.325721,356,117,375,153,18,36
image_338,0,0.229567,0.686298,85,271,104,299,18,27
image_338,0,0.449519,0.316106,177,112,195,151,17,39
image_338,0,0.742788,0.692308,299,274,317,302,17,28
image_338,0,0.596154,0.689904,241,273,255,301,14,28
image_338,0,0.635817,0.592548,257,232,270,260,13,27
image_339,0,0.542067,0.274038,213,99,236,127,22,28
image_339,0,0.68149,0.352163,273,134,292,157,18,22
image_339,0,0.534856,0.734375,174,290,271,320,96,29
image_339,0,0.814904,0.736779,326,291,352,322,26,30
image_339,0,0.426683,0.271635,170,99,185,127,15,28
image_339,0,0.230769,0.194712,86,73,104,89,17,16
image_339,0,0.643029,0.439904,252,177,282,189,29,11
image_340,0,0.956731,0.227163,388,77,408,110,20,33
image_340,0,0.475962,0.442308,188,170,208,198,20,28
image_340,0,0.173077,0.615385,50,245,93,267,42,22
image_340,0,0.55649,0.611779,215,241,246,268,30,27
image_340,0,0.042067,0.727163,2,279,31,324,29,44
image_340,0,0.61899,0.427885,239,169,274,187,35,17
image_340,0,0.800481,0.421875,309,167,357,183,48,16
image_340,0,0.932692,0.472356,371,189,403,204,31,15
image_340,0,0.653846,0.110577,262,30,280,62,17,31
image_340,0,0.270433,0.533654,105,210,120,234,15,23
image_340,0,0.740385,0.536058,300,212,316,234,16,22
image_341,0,0.394231,0.19351,142,74,186,87,43,13
image_342,0,0.241587,0.680288,90,266,111,298,21,31
image_342,0,0.135817,0.685096,45,270,66,299,21,29
image_343,0,0.856971,0.504808,341,198,371,222,29,23
image_343,0,0.885817,0.614183,342,247,393,264,50,16
image_344,0,0.748798,0.433894,261,169,361,190,99,21
image_344,0,0.245192,0.432692,72,167,130,191,57,23
image_344,0,0.777644,0.616587,299,244,346,269,47,24
image_344,0,0.403846,0.780048,153,313,182,335,28,22
image_344,0,0.151442,0.269231,51,101,73,123,22,22
image_345,0,0.052885,0.652644,1,251,43,290,42,39
image_345,0,0.360577,0.828125,115,313,184,375,69,62
image_345,0,0.653846,0.766827,244,306,299,332,55,26
image_345,0,0.728365,0.485577,288,180,317,223,29,43
image_345,0,0.472356,0.298077,153,111,240,137,87,26
image_345,0,0.282452,0.188702,86,63,148,93,62,29
image_345,0,0.5,0.188702,190,66,225,91,35,24
image_345,0,0.905048,0.647837,365,254,387,285,21,30
image_345,0,0.492788,0.628606,170,254,238,269,68,15
image_346,0,0.227163,0.460337,48,172,139,211,91,39
image_346,0,0.234375,0.1875,52,57,143,98,91,40
image_346,0,0.27524,0.780048,102,316,125,332,22,16
image_347,0,0.272837,0.646635,96,256,131,282,35,26
image_347,0,0.699519,0.645433,270,256,310,281,40,24
image_347,0,0.466346,0.923077,171,375,215,392,43,16
image_348,0,0.066106,0.745192,4,294,51,324,47,29
image_348,0,0.737981,0.597356,273,237,341,260,68,22
image_348,0,0.793269,0.435096,315,169,344,192,29,23
image_348,0,0.442308,0.227163,146,74,222,113,75,39
image_348,0,0.16226,0.219952,45,73,90,109,44,36
image_348,0,0.764423,0.216346,301,75,333,104,31,28
image_348,0,0.957933,0.679087,385,273,412,292,27,18
image_348,0,0.671875,0.753606,260,298,299,329,39,30
image_348,0,0.459135,0.670673,181,267,201,290,20,22
image_348,0,0.216346,0.581731,68,235,111,249,42,14
image_348,0,0.94351,0.122596,371,37,414,63,42,26
image_348,0,0.800481,0.677885,322,271,344,293,22,22
image_348,0,0.039663,0.367788,6,135,25,169,18,34
image_350,0,0.861779,0.754808,352,303,365,325,13,22
image_350,0,0.125,0.682692,43,273,60,293,17,20
image_350,0,0.627404,0.502404,252,202,269,216,16,14
image_350,0,0.792067,0.50601,321,204,336,217,15,13
image_350,0,0.675481,0.423077,271,167,291,184,20,16
image_351,0,0.421875,0.079327,167,18,183,47,16,28
image_352,0,0.409856,0.771635,154,308,187,334,33,26
image_352,0,0.622596,0.878606,247,350,270,381,23,30
image_352,0,0.080529,0.466346,5,182,62,205,56,22
image_352,0,0.115385,0.825721,31,335,65,351,34,16
image_353,0,0.728365,0.831731,288,334,316,358,28,23
image_355,0,0.372596,0.393029,127,148,182,179,54,30
image_355,0,0.069712,0.251202,11,76,47,132,35,55
image_355,0,0.717548,0.788462,274,309,322,347,48,37
image_355,0,0.308894,0.830529,109,326,146,365,36,39
image_355,0,0.132212,0.573317,45,215,65,260,20,44
image_355,0,0.167067,0.064904,39,14,98,40,59,26
image_356,0,0.72476,0.210337,283,62,320,113,36,50
image_356,0,0.65024,0.191106,258,65,281,94,22,29
image_359,0,0.580529,0.486779,230,189,252,216,22,27
image_359,0,0.454327,0.47476,151,190,226,205,75,15
image_359,0,0.207933,0.765625,68,309,105,327,36,18
image_359,0,0.862981,0.530048,337,213,381,226,43,13
image_359,0,0.870192,0.350962,349,138,373,154,23,16
image_359,0,0.552885,0.294471,218,117,242,127,23,10
image_359,0,0.354567,0.292067,141,114,152,127,10,13
image_359,0,0.889423,0.716346,340,290,398,304,57,14
image_359,0,0.028846,0.75601,2,303,20,326,17,22
image_359,0,0.804087,0.473558,323,190,346,204,22,14
image_359,0,0.186298,0.549279,66,222,88,235,22,13
image_361,0,0.311298,0.6346,114,250,144,276,30,26
image_361,0,0.174279,0.564904,56,226,89,243,33,16
image_361,0,0.508413,0.772837,193,307,228,336,35,29
image_361,0,0.373798,0.793269,118,325,192,334,73,9
image_361,0,0.588942,0.63101,233,253,255,272,22,18
image_361,0,0.6875,0.632212,275,253,296,273,20,20
image_361,0,0.805288,0.563702,326,223,342,245,16,22
image_361,0,0.283654,0.415865,106,165,130,179,23,14
image_361,0,0.628606,0.414663,252,163,271,180,18,16
image_361,0,0.399038,0.5721,145,226,185,248,40,22
image_361,0,0.861779,0.407452,343,161,374,177,30,15
image_361,0,0.84976,0.6971,337,279,370,299,33,20
image_361,0,0.372596,0.700721,144,283,164,299,20,16
image_361,0,0.22476,0.513221,87,205,100,221,13,16
image_362,0,0.221154,0.68149,78,268,106,297,28,29
image_362,0,0.319712,0.6875,114,270,152,301,37,31
image_362,0,0.503606,0.586538,198,226,221,260,22,34
image_362,0,0.608173,0.487981,235,187,270,219,34,31
image_362,0,0.252404,0.590144,86,231,124,258,37,27
image_362,0,0.03125,0.598558,1,235,24,263,23,28
image_362,0,0.1971,0.395433,70,149,92,180,22,30
image_362,0,0.46875,0.390625,182,145,208,179,26,33
image_362,0,0.948317,0.58774,381,226,406,261,24,35
image_362,0,0.959135,0.69351,388,273,410,304,22,30
image_362,0,0.44351,0.887019,170,360,199,377,29,16
image_362,0,0.917067,0.901442,357,367,404,381,47,14
image_362,0,0.060096,0.691106,18,273,30,302,11,29
image_362,0,0.020433,0.777644,2,312,15,333,13,21
image_362,0,0.09976,0.491587,34,188,49,221,15,33
image_364,0,0.258413,0.671875,83,267,130,291,47,24
image_364,0,0.419471,0.676683,161,271,186,292,24,21
image_364,0,0.510817,0.603365,182,239,241,261,59,22
image_364,0,0.804087,0.606971,285,239,384,264,99,24
image_364,0,0.44351,0.46274,161,180,208,203,47,22
image_364,0,0.721154,0.456731,286,181,314,199,28,17
image_364,0,0.438702,0.777644,154,314,210,331,55,16
image_364,0,0.473558,0.858173,176,343,218,369,42,26
image_364,0,0.75,0.72476,297,295,326,308,29,13
image_364,0,0.622596,0.723558,231,293,286,309,54,16
image_364,0,0.889423,0.72476,348,295,391,308,42,13
image_364,0,0.908654,0.667067,365,266,391,287,26,21
image_364,0,0.692308,0.532452,277,210,299,232,22,21
image_364,0,0.216346,0.78125,59,316,119,333,60,16
image_364,0,0.159856,0.860577,58,345,75,371,16,26
image_364,0,0.762019,0.668269,304,267,328,287,23,20
image_365,0,0.635817,0.228365,246,71,281,117,35,46
image_365,0,0.292067,0.21875,84,78,157,104,73,26
image_365,0,0.731971,0.21274,287,75,320,100,33,24
image_365,0,0.605769,0.84375,242,333,260,368,17,34
image_365,0,0.641827,0.746394,247,299,287,320,40,21
image_365,0,0.848558,0.741587,340,294,366,323,26,29
image_365,0,0.59976,0.540865,186,215,313,233,126,17
image_365,0,0.963942,0.478365,386,190,414,206,28,16
image_366,0,0.286058,0.151442,101,43,137,81,35,37
image_366,0,0.316106,0.586538,113,226,150,260,36,34
image_366,0,0.182692,0.579327,64,226,86,255,22,28
image_366,0,0.289663,0.288462,105,105,134,135,29,29
image_366,0,0.888221,0.674279,351,268,387,293,35,24
image_367,0,0.144231,0.664663,45,259,74,292,29,33
image_367,0,0.635817,0.56851,242,220,285,253,42,33
image_367,0,0.486779,0.354567,184,128,221,165,36,36
image_367,0,0.83774,0.235577,331,83,364,112,33,29
image_367,0,0.667067,0.237981,266,81,287,117,21,35
image_367,0,0.94351,0.237981,382,81,403,117,21,35
image_367,0,0.975962,0.685096,397,267,415,301,17,34
image_367,0,0.170673,0.770433,59,305,82,336,22,30
image_367,0,0.350962,0.68149,136,263,156,302,20,39
image_367,0,0.602163,0.872596,236,348,263,377,27,29
image_367,0,0.794471,0.875,319,351,341,377,22,26
image_367,0,0.965144,0.870192,391,346,410,376,18,29
image_367,0,0.854567,0.461538,336,176,373,206,36,29
image_368,0,0.283654,0.694712,102,277,134,301,31,23
image_368,0,0.5721,0.698317,226,278,248,301,22,22
image_368,0,0.680288,0.524038,273,201,291,233,17,31
image_368,0,0.745192,0.313702,301,114,317,147,16,33
image_368,0,0.0721,0.850962,22,345,36,363,14,17
image_368,0,0.679087,0.862981,275,352,290,366,15,14
image_368,0,0.117788,0.69351,41,278,55,299,14,21
image_368,0,0.780048,0.698317,316,278,332,301,15,22
image_369,0,0.677885,0.316106,274,121,290,142,16,21
image_370,0,0.498798,0.675481,195,274,219,288,24,14
image_370,0,0.824519,0.580529,325,235,359,248,34,13
image_370,0,0.778846,0.324519,309,127,338,141,29,14
image_370,0,0.084135,0.435096,26,161,44,199,17,37
image_370,0,0.032452,0.717548,2,287,24,309,22,22
image_370,0,0.834135,0.260817,334,100,360,115,26,15
image_371,0,0.0721,0.323317,1,125,57,142,55,16
image_371,0,0.271635,0.545673,100,207,126,245,26,37
image_371,0,0.6875,0.419471,277,161,294,186,17,24
image_371,0,0.052885,0.491587,10,188,34,221,23,33
image_371,0,0.846154,0.639423,343,254,360,277,16,23
image_371,0,0.550481,0.768029,221,293,237,346,16,53
image_371,0,0.390625,0.814904,148,330,176,348,27,17
image_371,0,0.538462,0.22476,214,74,234,113,20,39
image_371,0,0.079327,0.584135,5,235,60,251,55,16
image_371,0,0.558894,0.125,222,43,241,60,18,17
image_371,0,0.481971,0.72476,192,290,208,313,15,22
image_371,0,0.483173,0.667067,190,270,210,283,20,13
image_374,0,0.201923,0.909856,79,355,88,402,9,47
image_375,0,0.436298,0.155048,148,43,213,85,65,41
image_375,0,0.302885,0.135817,106,44,146,67,40,22
image_376,0,0.671875,0.433894,267,153,291,206,24,53
image_376,0,0.141827,0.609375,53,226,65,280,11,53
image_376,0,0.026442,0.658654,3,265,17,282,14,16
image_376,0,0.137019,0.899038,52,355,61,391,9,35
image_378,0,0.377404,0.848558,147,328,167,378,20,49
image_378,0,0.707933,0.852163,284,331,305,376,21,44
image_378,0,0.019231,0.88101,2,357,14,376,11,18
image_378,0,0.49399,0.893029,194,365,215,378,21,13
image_378,0,0.58774,0.897837,231,366,256,381,24,15
image_378,0,0.825721,0.144231,332,48,353,72,21,23
image_378,0,0.163462,0.457933,59,178,77,203,17,24
image_380,0,0.397837,0.284856,146,99,185,138,39,39
image_380,0,0.21875,0.617788,82,241,99,271,16,29
image_380,0,0.776442,0.61899,311,241,333,272,22,30
image_380,0,0.076923,0.725962,10,285,53,319,42,34
image_380,0,0.507212,0.725962,198,287,224,317,26,29
image_380,0,0.930288,0.61899,365,242,407,271,42,29
image_380,0,0.407452,0.40625,161,148,177,189,15,40
image_380,0,0.953125,0.294471,390,104,403,140,13,36
image_380,0,0.646635,0.620192,251,244,287,270,35,26
image_380,0,0.739183,0.728365,299,285,316,319,16,34
image_380,0,0.926683,0.728365,368,286,403,318,35,31
image_380,0,0.274038,0.385817,103,148,123,171,20,22
image_382,0,0.396635,0.540865,137,206,192,242,55,35
image_382,0,0.653846,0.532452,247,208,296,235,49,27
image_382,0,0.46274,0.646635,181,253,202,285,21,31
image_382,0,0.496394,0.751202,186,293,225,332,39,39
image_382,0,0.534856,0.850962,195,338,250,370,55,31
image_382,0,0.652644,0.739183,244,293,297,322,53,29
image_382,0,0.734375,0.835337,291,336,319,359,27,22
image_382,0,0.198317,0.870192,63,353,100,369,36,16
image_382,0,0.876202,0.671875,356,265,372,293,15,27
image_382,0,0.878606,0.492788,358,192,373,216,15,23
image_383,0,0.543269,0.552885,213,207,237,253,23,46
image_383,0,0.871394,0.580529,353,226,370,256,16,29
image_383,0,0.375,0.28726,144,100,167,139,22,39
image_384,0,0.826923,0.745192,335,281,352,337,16,55
image_384,0,0.872596,0.903846,348,351,377,400,29,48
image_385,0,0.217548,0.671875,62,260,118,299,55,39
image_385,0,0.344952,0.522837,127,207,160,228,33,21
image_385,0,0.522837,0.751202,191,301,244,323,53,22
image_385,0,0.598558,0.276442,224,103,274,125,49,22
image_386,0,0.040865,0.25601,3,101,29,112,26,10
image_389,0,0.813702,0.561298,329,210,348,255,18,44
image_389,0,0.953125,0.701923,387,270,405,313,18,42
image_389,0,0.841346,0.240385,338,89,361,111,23,22
image_389,0,0.086538,0.394231,27,154,43,174,16,20
image_391,0,0.109375,0.354567,21,131,69,162,47,30
image_391,0,0.300481,0.354567,106,134,144,159,37,24
image_391,0,0.175481,0.617788,55,247,91,265,35,17
image_391,0,0.365385,0.616587,132,247,172,266,40,18
image_391,0,0.796875,0.647837,317,258,345,281,27,22
image_391,0,0.475962,0.824519,184,331,212,353,28,22
image_391,0,0.783654,0.794471,314,320,338,339,23,18
image_391,0,0.90625,0.817308,371,327,382,353,11,26
image_391,0,0.905048,0.426683,358,169,394,186,35,16
image_391,0,0.901442,0.497596,367,195,381,218,14,22
image_391,0,0.139423,0.436298,44,170,70,192,26,21
image_391,0,0.40625,0.552885,163,221,174,239,11,17
image_391,0,0.015625,0.742788,1,299,11,317,10,17
image_392,0,0.210337,0.647837,78,248,97,291,18,42
image_392,0,0.768029,0.194712,306,66,333,96,27,29
image_392,0,0.700721,0.692308,280,280,301,296,21,16
image_392,0,0.847356,0.578125,345,232,360,248,15,15
image_393,0,0.513221,0.853365,200,329,225,379,24,49
image_393,0,0.629808,0.540865,253,204,271,244,17,40
image_393,0,0.58774,0.052885,235,4,252,40,16,35
image_394,0,0.274038,0.317308,45,115,181,149,135,34
image_394,0,0.407452,0.41226,154,155,184,188,30,33
image_394,0,0.145433,0.882212,51,348,70,386,18,37
image_394,0,0.926683,0.727163,367,293,404,310,36,16
image_395,0,0.74399,0.387019,282,141,335,179,53,37
image_395,0,0.890625,0.479567,351,187,390,210,39,22
image_395,0,0.669471,0.252404,255,86,300,124,44,37
image_395,0,0.454327,0.393029,180,145,197,181,17,35
image_395,0,0.582933,0.721154,226,290,259,310,33,20
image_395,0,0.177885,0.465144,53,182,95,203,42,21
image_395,0,0.887019,0.876202,354,355,383,374,29,18
image_397,0,0.140625,0.524038,50,213,66,221,15,8
image_397,0,0.396635,0.49399,158,192,172,217,14,24
image_398,0,0.365385,0.348558,139,125,165,165,26,40
image_398,0,0.115385,0.438702,30,174,66,190,35,16
image_398,0,0.632212,0.319712,214,121,312,145,98,23
image_398,0,0.58774,0.545673,215,215,272,238,56,22
image_398,0,0.621394,0.207933,215,80,300,93,85,13
image_399,0,0.825721,0.41226,273,154,413,189,139,35
image_399,0,0.924279,0.516827,356,193,413,236,56,43
image_399,0,0.44351,0.826923,126,326,243,361,117,34
image_399,0,0.127404,0.602163,43,235,63,264,20,29
image_399,0,0.067308,0.264423,16,88,40,131,23,43
image_399,0,0.253606,0.623798,90,251,121,267,30,16
image_399,0,0.913462,0.61899,348,246,412,267,63,21
image_399,0,0.098558,0.850962,31,346,51,362,20,16
image_399,0,0.915865,0.856971,346,348,414,364,68,16
image_399,0,0.856971,0.254808,309,95,403,117,93,22
image_399,0,0.530048,0.504808,212,193,228,227,15,34
